cnt,period_start_month,class_display,age_at_visit,gender,race_display,ethnicity_display
44,12/1/2008,ambulatory,,female,white,
44,10/1/2007,ambulatory,,female,white,not hispanic or latino
44,8/1/2006,ambulatory,,female,,
44,7/1/2006,,,female,,not hispanic or latino
44,7/1/2006,ambulatory,,female,,not hispanic or latino
44,6/1/2006,ambulatory,,female,,not hispanic or latino
44,4/1/2006,ambulatory,,female,white,not hispanic or latino
44,12/1/2005,ambulatory,,female,,not hispanic or latino
44,10/1/2005,ambulatory,,female,white,
44,7/1/2005,,,female,white,
44,3/1/2005,ambulatory,,female,white,
44,10/1/2004,,,female,white,
44,10/1/2004,ambulatory,,female,white,
44,8/1/2004,,,female,white,
44,6/1/2004,ambulatory,,female,white,
44,3/1/2003,,,female,,not hispanic or latino
44,3/1/2003,ambulatory,,female,,
44,10/1/2002,ambulatory,,female,,not hispanic or latino
44,7/1/2002,ambulatory,,female,,not hispanic or latino
44,7/1/2002,ambulatory,,female,white,not hispanic or latino
44,5/1/2002,,,male,white,not hispanic or latino
44,4/1/2002,ambulatory,,female,,not hispanic or latino
44,2/1/2002,,,female,,
44,1/1/2002,ambulatory,,male,white,not hispanic or latino
44,11/1/2001,ambulatory,,female,,not hispanic or latino
44,11/1/2001,ambulatory,,female,white,
44,6/1/2001,ambulatory,,male,white,not hispanic or latino
44,6/1/2001,ambulatory,,female,white,not hispanic or latino
44,5/1/2001,,,female,white,
44,4/1/2001,ambulatory,,male,,
44,3/1/2001,,,male,white,not hispanic or latino
44,2/1/2001,ambulatory,,female,,
44,11/1/2000,,,female,,
44,7/1/2000,,,male,white,not hispanic or latino
44,7/1/2000,ambulatory,,male,white,
44,5/1/2000,ambulatory,,female,,not hispanic or latino
44,5/1/2000,ambulatory,,female,white,not hispanic or latino
44,2/1/2000,,,female,,not hispanic or latino
44,11/1/1999,,,male,white,not hispanic or latino
44,11/1/1999,ambulatory,,male,,not hispanic or latino
44,8/1/1999,ambulatory,,male,,not hispanic or latino
44,7/1/1999,,,male,,not hispanic or latino
44,7/1/1999,ambulatory,,male,,
44,1/1/1999,,,male,,
44,1/1/1999,,,male,white,
44,11/1/1998,ambulatory,,male,,
44,11/1/1998,ambulatory,,female,,
44,10/1/1998,ambulatory,,male,,not hispanic or latino
44,9/1/1998,,,female,white,
44,9/1/1998,ambulatory,,female,white,
44,8/1/1998,ambulatory,,male,,
44,3/1/1998,ambulatory,,female,white,
44,2/1/1998,,,male,,
44,2/1/1998,,,female,white,
44,1/1/1998,ambulatory,,male,,not hispanic or latino
44,12/1/1997,,,female,white,not hispanic or latino
44,12/1/1997,ambulatory,,male,,not hispanic or latino
44,10/1/1997,ambulatory,,male,,not hispanic or latino
44,7/1/1997,,,male,,
44,6/1/1997,,,female,,
44,5/1/1997,,,female,,not hispanic or latino
44,5/1/1997,,,female,white,
44,5/1/1997,ambulatory,,male,white,not hispanic or latino
44,4/1/1997,,,female,,
44,3/1/1997,,,male,white,not hispanic or latino
44,3/1/1997,,,female,white,
44,2/1/1997,ambulatory,,female,,
44,1/1/1997,,,female,,not hispanic or latino
44,11/1/1996,,,male,white,not hispanic or latino
44,11/1/1996,ambulatory,,female,,not hispanic or latino
44,10/1/1996,,,female,white,not hispanic or latino
44,10/1/1996,ambulatory,,female,,not hispanic or latino
44,8/1/1996,ambulatory,,male,,not hispanic or latino
44,8/1/1996,ambulatory,,male,white,not hispanic or latino
44,7/1/1996,ambulatory,,male,,not hispanic or latino
44,6/1/1996,,,male,white,not hispanic or latino
44,5/1/1996,,,male,,not hispanic or latino
44,3/1/1996,ambulatory,,male,white,not hispanic or latino
44,2/1/1996,,,male,white,not hispanic or latino
44,1/1/1996,ambulatory,,female,white,not hispanic or latino
44,12/1/1995,,,male,white,
44,9/1/1995,ambulatory,,male,,not hispanic or latino
44,5/1/1995,ambulatory,,male,,not hispanic or latino
44,5/1/1995,ambulatory,,male,white,not hispanic or latino
44,9/1/1994,,,male,white,not hispanic or latino
44,6/1/1994,,,male,white,
44,5/1/1994,ambulatory,,male,,
44,5/1/1994,ambulatory,,male,white,
44,12/1/1993,,,male,,not hispanic or latino
44,11/1/1993,ambulatory,,male,,
44,7/1/1993,,,male,white,
44,3/1/1992,ambulatory,,female,,
44,2/1/1992,,,male,white,not hispanic or latino
44,2/1/1992,ambulatory,,male,white,not hispanic or latino
44,10/1/1991,,,male,,not hispanic or latino
44,10/1/1991,ambulatory,,male,,not hispanic or latino
44,8/1/1991,ambulatory,,male,,not hispanic or latino
44,7/1/1991,ambulatory,,male,,not hispanic or latino
44,7/1/1991,ambulatory,,male,white,not hispanic or latino
44,6/1/1991,,,female,,
44,4/1/1991,ambulatory,,male,white,
44,3/1/1991,,,male,white,not hispanic or latino
44,3/1/1991,,,female,,
44,3/1/1991,,,female,white,
44,2/1/1991,ambulatory,,male,,
44,11/1/1990,,,male,,
44,11/1/1990,,,female,white,not hispanic or latino
44,4/1/1990,,,male,white,
44,4/1/1990,ambulatory,,female,,
44,3/1/1990,,,male,,not hispanic or latino
44,2/1/1990,,,male,white,
44,2/1/1990,ambulatory,,female,,
44,2/1/1990,ambulatory,,female,white,
44,1/1/1990,,,male,white,
44,7/1/1989,ambulatory,,male,,
44,6/1/1989,ambulatory,,male,,
44,4/1/1989,,,male,,
44,4/1/1989,ambulatory,,male,,
44,10/1/1988,,,male,,
44,3/1/1988,,,male,white,
44,7/1/1987,,,male,,not hispanic or latino
44,7/1/1987,ambulatory,,male,,not hispanic or latino
44,5/1/1987,,,male,,
44,5/1/1987,,,male,,not hispanic or latino
44,2/1/1987,,,,white,
44,2/1/1987,ambulatory,,,white,
44,11/1/1986,,,,white,not hispanic or latino
44,6/1/1986,,,,white,not hispanic or latino
44,10/1/1985,ambulatory,,,,not hispanic or latino
44,10/1/1985,ambulatory,,,white,
44,1/1/1985,,,,,not hispanic or latino
44,12/1/1984,,,,white,
44,11/1/1984,ambulatory,,,,not hispanic or latino
44,11/1/1984,ambulatory,,,white,
44,11/1/1983,ambulatory,,,white,not hispanic or latino
44,8/1/1983,,,male,white,
44,5/1/1983,ambulatory,,male,,
44,9/1/1982,ambulatory,,,white,not hispanic or latino
44,1/1/1982,ambulatory,,,white,
44,11/1/1981,ambulatory,,,white,not hispanic or latino
44,9/1/1981,,,male,white,
44,8/1/1981,,,male,,not hispanic or latino
44,5/1/1981,,,male,,
44,1/1/1981,,,male,white,not hispanic or latino
44,8/1/1980,,,male,,not hispanic or latino
44,8/1/1980,ambulatory,,male,white,
44,7/1/1980,ambulatory,,male,white,
44,4/1/1980,,,male,,
44,4/1/1980,,,male,,not hispanic or latino
44,10/1/1979,ambulatory,,,,not hispanic or latino
44,4/1/1979,ambulatory,,,white,not hispanic or latino
44,3/1/1979,ambulatory,,,,
44,3/1/1979,ambulatory,,,white,
44,2/1/1979,ambulatory,,,white,
44,6/1/1978,,,,,
44,1/1/1976,,,,,
44,1/1/1976,,,,white,
44,12/1/1971,,,,,not hispanic or latino
44,4/1/1971,ambulatory,,,white,
44,4/1/1971,ambulatory,,,white,not hispanic or latino
44,12/1/1970,ambulatory,,,white,not hispanic or latino
44,8/1/1970,,,,,
44,8/1/1970,ambulatory,,,,
44,5/1/1970,,,,white,
44,5/1/1970,ambulatory,,,white,
44,3/1/1970,ambulatory,,,,
44,12/1/1969,,,,,not hispanic or latino
44,12/1/1969,ambulatory,,,white,
44,3/1/1969,,,,,not hispanic or latino
44,3/1/1969,ambulatory,,,,not hispanic or latino
44,12/1/1967,,,,white,not hispanic or latino
44,12/1/1967,ambulatory,,,,
44,7/1/1967,,,,white,
44,7/1/1967,,,,white,not hispanic or latino
44,6/1/1966,,,,,not hispanic or latino
44,6/1/1966,,,,white,not hispanic or latino
44,6/1/1966,ambulatory,,,,not hispanic or latino
44,6/1/1966,ambulatory,,,white,not hispanic or latino
44,7/1/1964,,,,white,
44,6/1/1964,ambulatory,,,white,not hispanic or latino
44,3/1/1964,,,,,
44,3/1/1964,,,,,not hispanic or latino
44,3/1/1964,ambulatory,,,,
44,3/1/1964,ambulatory,,,,not hispanic or latino
44,12/1/1963,,,,,
44,12/1/1963,,,,white,
44,7/1/1963,,,,,not hispanic or latino
44,10/1/1962,,,,,
44,10/1/1962,ambulatory,,,,
44,9/1/1962,,,,white,
44,9/1/1962,ambulatory,,,white,
44,8/1/1962,,,,,
44,8/1/1962,ambulatory,,,,
44,7/1/1961,,,,,not hispanic or latino
44,7/1/1961,ambulatory,,,,not hispanic or latino
43,,,46,male,white,hispanic or latino
43,,,46,male,black or african american,
43,,,44,male,black or african american,
43,,,42,female,white,hispanic or latino
43,,,34,male,black or african american,not hispanic or latino
43,,,27,,black or african american,
43,,,24,female,white,hispanic or latino
43,,,20,,black or african american,
43,,,2,male,white,hispanic or latino
43,,,10,,white,hispanic or latino
43,,inpatient encounter,,male,black or african american,
43,,inpatient encounter,54,,,
43,,emergency,82,male,,
43,,emergency,82,male,white,
43,,emergency,56,,,not hispanic or latino
43,,emergency,50,,,not hispanic or latino
43,,emergency,50,,white,not hispanic or latino
43,,emergency,45,,,
43,,emergency,42,,,not hispanic or latino
43,,emergency,29,,white,not hispanic or latino
43,,emergency,28,,white,not hispanic or latino
43,,ambulatory,62,female,,hispanic or latino
43,,ambulatory,48,,black or african american,
43,,ambulatory,38,male,black or african american,
43,,ambulatory,34,female,black or african american,not hispanic or latino
43,,ambulatory,20,,white,hispanic or latino
43,,ambulatory,20,,black or african american,
43,,ambulatory,15,,black or african american,not hispanic or latino
43,1/1/2021,ambulatory,,,,hispanic or latino
43,5/1/2015,,,,white,hispanic or latino
43,9/1/2014,,,,,hispanic or latino
43,8/1/2014,ambulatory,,,,hispanic or latino
43,7/1/2011,ambulatory,,female,white,not hispanic or latino
43,4/1/2011,,,female,white,
43,3/1/2011,,,female,,
43,1/1/2011,,,female,white,not hispanic or latino
43,8/1/2010,ambulatory,,female,white,not hispanic or latino
43,7/1/2010,ambulatory,,female,,not hispanic or latino
43,6/1/2010,,,female,,not hispanic or latino
43,6/1/2010,ambulatory,,female,,not hispanic or latino
43,3/1/2010,ambulatory,,female,,not hispanic or latino
43,1/1/2010,,,female,,
43,1/1/2010,ambulatory,,female,,
43,12/1/2009,ambulatory,,female,,not hispanic or latino
43,6/1/2009,,,female,white,
43,3/1/2009,ambulatory,,female,white,
43,1/1/2009,ambulatory,,female,,not hispanic or latino
43,12/1/2008,,,female,white,not hispanic or latino
43,9/1/2008,ambulatory,,female,white,not hispanic or latino
43,7/1/2008,ambulatory,,female,,not hispanic or latino
43,4/1/2008,ambulatory,,female,white,not hispanic or latino
43,2/1/2007,ambulatory,,female,,not hispanic or latino
43,1/1/2007,,,female,white,not hispanic or latino
43,1/1/2007,ambulatory,,female,white,not hispanic or latino
43,12/1/2006,,,female,,not hispanic or latino
43,8/1/2006,ambulatory,,female,white,
43,3/1/2006,,,female,white,
43,12/1/2005,ambulatory,,female,white,
43,2/1/2005,,,female,,not hispanic or latino
43,8/1/2004,,,female,,not hispanic or latino
43,8/1/2004,ambulatory,,female,white,
43,5/1/2004,,,female,white,
43,2/1/2004,ambulatory,,female,white,
43,12/1/2003,ambulatory,,female,,not hispanic or latino
43,4/1/2003,,,female,,not hispanic or latino
43,4/1/2003,,,female,white,
43,4/1/2003,ambulatory,,male,,
43,4/1/2003,ambulatory,,female,,
43,3/1/2003,ambulatory,,male,white,not hispanic or latino
43,3/1/2003,ambulatory,,female,,not hispanic or latino
43,1/1/2003,,,female,,
43,5/1/2002,ambulatory,,female,white,
43,4/1/2002,,,male,white,not hispanic or latino
43,4/1/2002,ambulatory,,male,white,not hispanic or latino
43,4/1/2002,ambulatory,,female,white,not hispanic or latino
43,1/1/2002,,,female,,
43,11/1/2001,ambulatory,,female,white,not hispanic or latino
43,3/1/2001,ambulatory,,male,white,not hispanic or latino
43,2/1/2001,ambulatory,,female,,not hispanic or latino
43,1/1/2001,,,male,,not hispanic or latino
43,1/1/2001,,,male,white,not hispanic or latino
43,10/1/2000,ambulatory,,female,,
43,9/1/2000,,,female,,
43,4/1/2000,,,female,white,
43,2/1/2000,ambulatory,,female,,
43,11/1/1999,,,female,,
43,7/1/1999,,,male,white,not hispanic or latino
43,7/1/1999,ambulatory,,male,white,
43,6/1/1999,,,male,,not hispanic or latino
43,4/1/1999,,,male,,
43,2/1/1999,ambulatory,,male,white,
43,12/1/1998,,,male,white,
43,11/1/1998,,,female,white,
43,10/1/1998,,,female,,not hispanic or latino
43,10/1/1998,ambulatory,,male,white,not hispanic or latino
43,9/1/1998,,,male,white,
43,9/1/1998,,,female,,not hispanic or latino
43,9/1/1998,ambulatory,,male,,
43,9/1/1998,ambulatory,,female,,not hispanic or latino
43,8/1/1998,,,male,white,
43,7/1/1998,ambulatory,,male,white,
43,6/1/1998,,,male,white,not hispanic or latino
43,5/1/1998,,,male,,
43,5/1/1998,ambulatory,,female,white,not hispanic or latino
43,3/1/1998,ambulatory,,female,white,not hispanic or latino
43,2/1/1998,,,female,,not hispanic or latino
43,1/1/1998,,,male,white,
43,12/1/1997,,,male,white,not hispanic or latino
43,12/1/1997,ambulatory,,female,,
43,11/1/1997,,,female,,not hispanic or latino
43,6/1/1997,,,female,,not hispanic or latino
43,6/1/1997,,,female,white,
43,5/1/1997,,,female,white,not hispanic or latino
43,4/1/1997,,,male,,not hispanic or latino
43,4/1/1997,ambulatory,,male,white,
43,3/1/1997,,,female,white,not hispanic or latino
43,3/1/1997,ambulatory,,female,,
43,2/1/1997,,,male,,not hispanic or latino
43,2/1/1997,ambulatory,,female,,not hispanic or latino
43,2/1/1997,ambulatory,,female,white,
43,9/1/1996,ambulatory,,female,white,not hispanic or latino
43,6/1/1996,ambulatory,,male,,not hispanic or latino
43,6/1/1996,ambulatory,,male,white,not hispanic or latino
43,5/1/1996,,,male,white,not hispanic or latino
43,5/1/1996,ambulatory,,male,,
43,2/1/1996,ambulatory,,male,white,
43,12/1/1995,,,male,white,not hispanic or latino
43,12/1/1995,ambulatory,,male,white,
43,9/1/1995,ambulatory,,male,white,not hispanic or latino
43,4/1/1995,,,male,white,
43,4/1/1995,ambulatory,,male,,
43,3/1/1995,,,male,,
43,11/1/1994,,,male,white,
43,11/1/1994,ambulatory,,male,white,
43,5/1/1994,,,male,,not hispanic or latino
43,5/1/1994,,,male,white,not hispanic or latino
43,12/1/1993,,,male,white,
43,11/1/1993,,,male,,not hispanic or latino
43,10/1/1992,ambulatory,,male,white,not hispanic or latino
43,3/1/1992,,,male,white,not hispanic or latino
43,3/1/1992,ambulatory,,male,,not hispanic or latino
43,3/1/1992,ambulatory,,female,,not hispanic or latino
43,10/1/1991,,,male,white,not hispanic or latino
43,10/1/1991,ambulatory,,male,white,not hispanic or latino
43,8/1/1991,ambulatory,,male,white,not hispanic or latino
43,6/1/1991,,,female,,not hispanic or latino
43,6/1/1991,,,female,white,
43,4/1/1991,,,male,,not hispanic or latino
43,3/1/1991,ambulatory,,male,white,not hispanic or latino
43,3/1/1991,ambulatory,,female,,
43,3/1/1991,ambulatory,,female,white,
43,2/1/1991,,,male,white,
43,11/1/1990,ambulatory,,male,,
43,10/1/1990,ambulatory,,male,white,
43,8/1/1990,ambulatory,,male,white,not hispanic or latino
43,7/1/1990,ambulatory,,male,,not hispanic or latino
43,6/1/1990,,,male,,not hispanic or latino
43,4/1/1990,,,male,,not hispanic or latino
43,3/1/1990,,,male,white,not hispanic or latino
43,1/1/1990,,,male,,not hispanic or latino
43,1/1/1990,ambulatory,,male,,
43,8/1/1989,ambulatory,,male,,
43,7/1/1989,,,female,,not hispanic or latino
43,7/1/1989,ambulatory,,female,,
43,6/1/1989,,,male,,not hispanic or latino
43,4/1/1989,,,male,white,
43,4/1/1989,ambulatory,,male,white,
43,2/1/1989,,,male,,not hispanic or latino
43,2/1/1989,ambulatory,,male,,not hispanic or latino
43,3/1/1988,,,male,,not hispanic or latino
43,3/1/1988,ambulatory,,male,,not hispanic or latino
43,3/1/1988,ambulatory,,male,white,
43,2/1/1988,,,male,white,
43,2/1/1988,ambulatory,,male,white,
43,12/1/1987,,,male,white,
43,6/1/1987,,,male,white,
43,6/1/1987,ambulatory,,male,white,
43,5/1/1987,,,male,white,
43,5/1/1987,,,male,white,not hispanic or latino
43,5/1/1987,,,female,white,
43,5/1/1987,,,female,white,not hispanic or latino
43,5/1/1987,ambulatory,,male,,
43,5/1/1987,ambulatory,,male,,not hispanic or latino
43,5/1/1987,ambulatory,,female,,
43,5/1/1987,ambulatory,,female,,not hispanic or latino
43,4/1/1987,,,female,,not hispanic or latino
43,4/1/1987,,,female,white,not hispanic or latino
43,2/1/1987,,,,,not hispanic or latino
43,2/1/1987,ambulatory,,,,not hispanic or latino
43,1/1/1986,ambulatory,,,white,not hispanic or latino
43,12/1/1985,ambulatory,,female,white,not hispanic or latino
43,10/1/1985,,,,white,not hispanic or latino
43,6/1/1985,,,,,
43,12/1/1984,ambulatory,,,,not hispanic or latino
43,6/1/1984,ambulatory,,,,
43,8/1/1983,ambulatory,,male,,
43,7/1/1983,ambulatory,,,,not hispanic or latino
43,10/1/1982,,,,,
43,2/1/1982,,,,,not hispanic or latino
43,2/1/1982,,,,white,not hispanic or latino
43,1/1/1982,,,,white,not hispanic or latino
43,1/1/1982,ambulatory,,,,not hispanic or latino
43,10/1/1981,,,male,,
43,9/1/1981,ambulatory,,male,,
43,8/1/1981,,,male,white,not hispanic or latino
43,5/1/1981,,,male,white,
43,4/1/1981,ambulatory,,male,white,
43,12/1/1980,,,male,,
43,8/1/1980,ambulatory,,male,,not hispanic or latino
43,7/1/1980,,,male,white,not hispanic or latino
43,7/1/1980,ambulatory,,male,,not hispanic or latino
43,8/1/1979,,,male,,not hispanic or latino
43,8/1/1979,ambulatory,,male,,not hispanic or latino
43,3/1/1979,,,,,not hispanic or latino
43,3/1/1979,,,,white,not hispanic or latino
43,11/1/1978,,,,,
43,6/1/1978,,,,white,
43,6/1/1978,ambulatory,,,,
43,8/1/1977,,,,,
43,7/1/1976,,,,,
43,7/1/1976,ambulatory,,,,
43,12/1/1971,,,,white,not hispanic or latino
43,7/1/1971,,,,,not hispanic or latino
43,7/1/1971,,,,white,not hispanic or latino
43,7/1/1971,ambulatory,,,,
43,7/1/1971,ambulatory,,,white,
43,3/1/1971,,,,,
43,3/1/1971,,,,,not hispanic or latino
43,2/1/1971,ambulatory,,,,
43,2/1/1971,ambulatory,,,,not hispanic or latino
43,2/1/1971,ambulatory,,,white,
43,2/1/1971,ambulatory,,,white,not hispanic or latino
43,4/1/1970,,,,,
43,4/1/1970,,,,white,
43,3/1/1970,,,,white,
43,12/1/1969,,,,white,not hispanic or latino
43,12/1/1969,ambulatory,,,,not hispanic or latino
43,5/1/1969,,,,,not hispanic or latino
43,5/1/1969,ambulatory,,,,not hispanic or latino
43,3/1/1969,,,,white,
43,3/1/1969,,,,white,not hispanic or latino
43,3/1/1969,ambulatory,,,white,
43,3/1/1969,ambulatory,,,white,not hispanic or latino
43,12/1/1967,ambulatory,,,white,
43,7/1/1967,ambulatory,,,white,
43,7/1/1967,ambulatory,,,white,not hispanic or latino
43,6/1/1967,,,,,
43,6/1/1967,,,,white,
43,11/1/1966,,,,,
43,7/1/1964,,,,white,not hispanic or latino
43,7/1/1964,ambulatory,,,white,
43,3/1/1964,,,,white,
43,3/1/1964,,,,white,not hispanic or latino
43,3/1/1964,ambulatory,,,white,
43,3/1/1964,ambulatory,,,white,not hispanic or latino
43,12/1/1963,ambulatory,,,,
43,12/1/1963,ambulatory,,,white,
43,11/1/1963,,,,,
43,11/1/1963,,,,,not hispanic or latino
43,7/1/1963,ambulatory,,,,not hispanic or latino
43,5/1/1963,,,,,not hispanic or latino
43,5/1/1963,,,,white,not hispanic or latino
43,5/1/1963,ambulatory,,,,not hispanic or latino
43,5/1/1963,ambulatory,,,white,not hispanic or latino
43,10/1/1962,,,,white,
43,10/1/1962,ambulatory,,,white,
43,8/1/1962,,,,white,
43,8/1/1962,ambulatory,,,white,
43,7/1/1962,,,,,not hispanic or latino
43,7/1/1962,,,,white,not hispanic or latino
43,7/1/1962,ambulatory,,,,not hispanic or latino
43,7/1/1962,ambulatory,,,white,not hispanic or latino
43,12/1/1961,,,female,,
43,12/1/1961,,,female,,not hispanic or latino
43,12/1/1961,ambulatory,,female,,
43,12/1/1961,ambulatory,,female,,not hispanic or latino
42,,,73,,,hispanic or latino
42,,,59,,black or african american,
42,,,52,male,white,hispanic or latino
42,,,47,,black or african american,
42,,,45,male,,hispanic or latino
42,,,3,male,white,hispanic or latino
42,,,19,male,white,hispanic or latino
42,,,17,,black or african american,
42,,inpatient encounter,49,,,
42,,inpatient encounter,35,,,
42,,home health,75,,,
42,,emergency,,,unknown,
42,,emergency,,,unknown,not hispanic or latino
42,,emergency,71,male,white,
42,,emergency,62,,white,
42,,emergency,61,,,
42,,emergency,54,,,not hispanic or latino
42,,emergency,53,,white,not hispanic or latino
42,,emergency,45,,white,
42,,emergency,24,,white,not hispanic or latino
42,,emergency,22,,,
42,,emergency,21,,,
42,,emergency,15,male,,
42,,ambulatory,62,male,,hispanic or latino
42,,ambulatory,56,male,white,hispanic or latino
42,,ambulatory,48,,asian,
42,,ambulatory,48,,asian,not hispanic or latino
42,,ambulatory,47,,black or african american,
42,,ambulatory,46,male,white,hispanic or latino
42,,ambulatory,38,male,black or african american,not hispanic or latino
42,,ambulatory,32,,black or african american,not hispanic or latino
42,,ambulatory,3,male,white,hispanic or latino
42,,ambulatory,29,female,black or african american,
42,,ambulatory,29,female,black or african american,not hispanic or latino
42,,ambulatory,2,male,white,hispanic or latino
42,,ambulatory,17,,black or african american,
42,,ambulatory,16,,,hispanic or latino
42,4/1/2021,,,,,hispanic or latino
42,4/1/2021,ambulatory,,,,hispanic or latino
42,1/1/2021,ambulatory,,,white,hispanic or latino
42,9/1/2020,,,,,hispanic or latino
42,8/1/2014,ambulatory,,,white,hispanic or latino
42,6/1/2014,ambulatory,,,,hispanic or latino
42,9/1/2011,ambulatory,,female,,not hispanic or latino
42,9/1/2011,ambulatory,,female,white,not hispanic or latino
42,4/1/2011,,,female,,not hispanic or latino
42,4/1/2011,ambulatory,,female,white,
42,3/1/2011,ambulatory,,female,,
42,11/1/2010,,,female,white,not hispanic or latino
42,11/1/2010,ambulatory,,female,white,not hispanic or latino
42,7/1/2010,ambulatory,,female,white,not hispanic or latino
42,6/1/2010,,,female,white,
42,6/1/2010,ambulatory,,female,white,
42,3/1/2009,ambulatory,,female,white,not hispanic or latino
42,2/1/2009,,,female,,
42,1/1/2009,ambulatory,,female,white,not hispanic or latino
42,12/1/2008,ambulatory,,female,,not hispanic or latino
42,7/1/2008,ambulatory,,female,white,not hispanic or latino
42,6/1/2008,ambulatory,,female,white,
42,5/1/2005,,,female,white,not hispanic or latino
42,12/1/2004,,,female,white,not hispanic or latino
42,10/1/2004,,,female,,not hispanic or latino
42,10/1/2004,ambulatory,,female,,not hispanic or latino
42,8/1/2004,ambulatory,,female,,not hispanic or latino
42,5/1/2004,,,female,,not hispanic or latino
42,12/1/2003,,,female,white,
42,4/1/2003,ambulatory,,female,,not hispanic or latino
42,3/1/2003,,,female,white,
42,8/1/2002,,,female,,
42,8/1/2002,,,female,,not hispanic or latino
42,5/1/2002,ambulatory,,male,white,not hispanic or latino
42,5/1/2002,ambulatory,,female,,not hispanic or latino
42,1/1/2002,,,female,,not hispanic or latino
42,10/1/2001,,,female,,
42,5/1/2001,ambulatory,,female,,
42,4/1/2001,,,male,white,
42,4/1/2001,ambulatory,,male,,not hispanic or latino
42,2/1/2001,,,female,white,
42,1/1/2001,,,female,,
42,1/1/2001,ambulatory,,male,,not hispanic or latino
42,1/1/2001,ambulatory,,male,white,not hispanic or latino
42,11/1/2000,,,female,,not hispanic or latino
42,11/1/2000,,,female,white,
42,10/1/2000,,,female,,not hispanic or latino
42,10/1/2000,,,female,white,
42,9/1/2000,,,female,white,
42,3/1/2000,,,male,,
42,2/1/2000,ambulatory,,female,,not hispanic or latino
42,10/1/1999,ambulatory,,male,,
42,8/1/1999,,,male,white,not hispanic or latino
42,6/1/1999,,,male,white,not hispanic or latino
42,6/1/1999,ambulatory,,male,,
42,2/1/1999,,,male,white,not hispanic or latino
42,1/1/1999,,,male,,not hispanic or latino
42,1/1/1999,,,male,white,not hispanic or latino
42,12/1/1998,,,male,,not hispanic or latino
42,12/1/1998,ambulatory,,male,,
42,11/1/1998,,,male,,not hispanic or latino
42,11/1/1998,,,male,white,
42,9/1/1998,,,female,white,not hispanic or latino
42,9/1/1998,ambulatory,,female,white,not hispanic or latino
42,7/1/1998,,,male,,not hispanic or latino
42,6/1/1998,ambulatory,,male,,not hispanic or latino
42,5/1/1998,,,male,white,
42,1/1/1998,,,female,,
42,11/1/1997,,,female,white,not hispanic or latino
42,10/1/1997,ambulatory,,male,white,not hispanic or latino
42,9/1/1997,,,male,white,not hispanic or latino
42,9/1/1997,,,female,,
42,9/1/1997,,,female,white,
42,8/1/1997,,,male,,
42,7/1/1997,ambulatory,,male,,
42,6/1/1997,,,female,white,not hispanic or latino
42,4/1/1997,ambulatory,,female,,
42,3/1/1997,ambulatory,,female,,not hispanic or latino
42,2/1/1997,ambulatory,,female,white,not hispanic or latino
42,1/1/1997,ambulatory,,female,,
42,12/1/1996,ambulatory,,female,,
42,12/1/1996,ambulatory,,female,,not hispanic or latino
42,11/1/1996,ambulatory,,female,white,not hispanic or latino
42,7/1/1996,ambulatory,,male,white,
42,5/1/1996,ambulatory,,male,white,
42,12/1/1995,ambulatory,,male,white,not hispanic or latino
42,4/1/1995,,,male,,not hispanic or latino
42,9/1/1994,ambulatory,,male,,not hispanic or latino
42,6/1/1994,,,male,,not hispanic or latino
42,6/1/1994,ambulatory,,male,,
42,3/1/1994,,,male,,
42,12/1/1993,ambulatory,,male,,not hispanic or latino
42,11/1/1993,,,male,white,
42,7/1/1993,ambulatory,,male,white,
42,3/1/1993,ambulatory,,male,,
42,3/1/1992,ambulatory,,female,white,
42,7/1/1991,,,female,,
42,7/1/1991,,,female,,not hispanic or latino
42,6/1/1991,,,female,white,not hispanic or latino
42,6/1/1991,ambulatory,,female,,
42,4/1/1991,,,male,white,not hispanic or latino
42,4/1/1991,ambulatory,,male,,not hispanic or latino
42,3/1/1991,,,female,,not hispanic or latino
42,3/1/1991,,,female,white,not hispanic or latino
42,2/1/1991,,,female,,
42,2/1/1991,ambulatory,,male,,not hispanic or latino
42,11/1/1990,,,male,white,
42,11/1/1990,ambulatory,,female,,
42,10/1/1990,,,male,white,not hispanic or latino
42,7/1/1990,ambulatory,,male,white,not hispanic or latino
42,7/1/1990,ambulatory,,female,,
42,7/1/1990,ambulatory,,female,,not hispanic or latino
42,6/1/1990,ambulatory,,female,,
42,6/1/1990,ambulatory,,female,,not hispanic or latino
42,4/1/1990,,,male,white,not hispanic or latino
42,4/1/1990,ambulatory,,female,,not hispanic or latino
42,11/1/1989,,,,,not hispanic or latino
42,11/1/1989,ambulatory,,,,not hispanic or latino
42,7/1/1989,,,male,white,
42,7/1/1989,,,female,white,not hispanic or latino
42,7/1/1989,ambulatory,,male,white,
42,7/1/1989,ambulatory,,female,,not hispanic or latino
42,7/1/1989,ambulatory,,female,white,
42,6/1/1989,,,male,white,
42,2/1/1989,,,male,white,
42,2/1/1989,ambulatory,,male,white,
42,10/1/1988,,,male,,not hispanic or latino
42,5/1/1988,,,male,,
42,5/1/1988,ambulatory,,male,,
42,12/1/1987,,,male,,not hispanic or latino
42,12/1/1987,ambulatory,,male,white,
42,5/1/1987,ambulatory,,male,white,
42,5/1/1987,ambulatory,,male,white,not hispanic or latino
42,11/1/1986,ambulatory,,,white,not hispanic or latino
42,6/1/1986,ambulatory,,,white,not hispanic or latino
42,6/1/1985,,,,white,
